E_GRB,T_90,E_aft,t_dec,t_jet_break,d,theta,beta,snr
1.7666977139500915e+49,0.43225603030937293,7.360058846884316e+53,143.76610774526213,780108.9623230133,5417927192.187666,1.1980127300907863,0.994976696706804,3.5106390410248537e-07
2.196778648980834e+48,33.56666952450745,1.4467000334551338e+50,17.26642136664799,61029.65542632774,3760579575.183104,1.2685119814227368,0.9531619383650705,1.495021325704573e-08
6.316319920469628e+53,2.3129138055358043,2.7397195171130114e+54,0.4988891336019198,364449.6313366233,493468599.2674181,1.0898697326868996,0.9273313115013166,0.037491510654837704
2.5367481245049e+52,320.43204018041706,6.422797036672983e+52,79.58840145697377,254991.38705288703,71459124.79182784,1.4164201711982483,0.9137364120962433,0.0014346075862076255
2.8410441601795192e+47,0.1072320858580703,6.139925917454433e+54,0.10827074443330811,8719.120826870729,2319097937.1100035,1.2254976130360062,0.989783011545406,0.0005650134188217138
2.45984204556962e+46,60.496787960657215,2.0436927187372942e+53,0.010138301449018393,25010.41300360403,8767852208.20337,1.5476548983255485,0.9006789868150434,1.100863946252725e-06
1.6471653672262196e+51,0.4977913928777947,1.9190725041671866e+51,557.3623866556605,99305.0574459076,312036717.16048443,1.1225595214713033,0.9748384249836198,0.00017473095492896788
9.727584275529284e+54,18.530522467519972,8.117295528276998e+55,0.8311599004468442,598210.5194012508,116729354.36359109,1.3739605720155825,0.9669787120199312,2.185966142028741
2.537217312736227e+49,3.6719609637496586,4.7749482577414845e+51,6.800939724745531,41488.729589531795,1049823994.8593996,1.003575083128723,0.9415490579282941,7.878110021116863e-07
3.8105339945543183e+49,84.62827649545325,7.063438272115702e+50,134.7101409504314,149466.846213883,2137479451.318157,1.3417275791492145,0.929772876855163,3.068578838499629e-07
6.485397574321247e+54,0.6918665515030625,5.540832048968345e+53,0.042424973519513805,16178.931977017697,77530902.34134173,1.0299362629616566,0.9537023576592052,2.7208474742328748
1.2961259076749566e+51,15.1591735811367,9.899817850273369e+51,29.189902491158062,35751.023563964016,449944585.2670106,1.4981830510429217,0.9871949619737159,7.207986213464689e-05
3.121932485131e+46,3.009470010249742,3.9201422550557366e+55,0.19585909853199326,675933.3991052122,4124347786.9242425,1.1581137262352068,0.9132201015529138,2.2322900909498838e-05
